"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance Ratio F1 Light  F1 Heavy"	"Abundance Ratio F2 Light  F2 Heavy"	"Abundance Ratio F3 Light  F3 Heavy"	"Abundance Ratio F4 Light  F4 Heavy"	"Abundance Ratio F5 Light  F5 Heavy"	"Abundance Ratio F6 Light  F6 Heavy"	"Abundance Ratio Adj P-Value F1 Light  F1 Heavy"	"Abundance Ratio Adj P-Value F2 Light  F2 Heavy"	"Abundance Ratio Adj P-Value F3 Light  F3 Heavy"	"Abundance Ratio Adj P-Value F4 Light  F4 Heavy"	"Abundance Ratio Adj P-Value F5 Light  F5 Heavy"	"Abundance Ratio Adj P-Value F6 Light  F6 Heavy"	"Abundance Ratio Variability in Percent F1 Light  F1 Heavy"	"Abundance Ratio Variability in Percent F2 Light  F2 Heavy"	"Abundance Ratio Variability in Percent F3 Light  F3 Heavy"	"Abundance Ratio Variability in Percent F4 Light  F4 Heavy"	"Abundance Ratio Variability in Percent F5 Light  F5 Heavy"	"Abundance Ratio Variability in Percent F6 Light  F6 Heavy"	"Abundances Grouped F1 Light"	"Abundances Grouped F1 Heavy"	"Abundances Grouped F2 Light"	"Abundances Grouped F2 Heavy"	"Abundances Grouped F3 Light"	"Abundances Grouped F3 Heavy"	"Abundances Grouped F4 Light"	"Abundances Grouped F4 Heavy"	"Abundances Grouped F5 Light"	"Abundances Grouped F5 Heavy"	"Abundances Grouped F6 Light"	"Abundances Grouped F6 Heavy"	"Abundances by Bio Rep F1 Light1"	"Abundances by Bio Rep F1 Heavy1"	"Abundances by Bio Rep F2 Light2"	"Abundances by Bio Rep F2 Heavy2"	"Abundances by Bio Rep F3 Light3"	"Abundances by Bio Rep F3 Heavy3"	"Abundances by Bio Rep F4 Light4"	"Abundances by Bio Rep F4 Heavy4"	"Abundances by Bio Rep F5 Light5"	"Abundances by Bio Rep F5 Heavy5"	"Abundances by Bio Rep F6 Light6"	"Abundances by Bio Rep F6 Heavy6"	"Abundances Scaled F1 Light Sample 1"	"Abundances Scaled F1 Heavy Control 1"	"Abundances Scaled F2 Light Sample 2"	"Abundances Scaled F2 Heavy Control 2"	"Abundances Scaled F3 Light Sample 3"	"Abundances Scaled F3 Heavy Control 3"	"Abundances Scaled F4 Light Sample 4"	"Abundances Scaled F4 Heavy Control 4"	"Abundances Scaled F5 Light Sample 5"	"Abundances Scaled F5 Heavy Control 5"	"Abundances Scaled F6 Light Sample 6"	"Abundances Scaled F6 Heavy Control 6"	"Abundances Normalized F1 Light Sample 1"	"Abundances Normalized F1 Heavy Control 1"	"Abundances Normalized F2 Light Sample 2"	"Abundances Normalized F2 Heavy Control 2"	"Abundances Normalized F3 Light Sample 3"	"Abundances Normalized F3 Heavy Control 3"	"Abundances Normalized F4 Light Sample 4"	"Abundances Normalized F4 Heavy Control 4"	"Abundances Normalized F5 Light Sample 5"	"Abundances Normalized F5 Heavy Control 5"	"Abundances Normalized F6 Light Sample 6"	"Abundances Normalized F6 Heavy Control 6"	"Abundance F1 Light Sample 1"	"Abundance F1 Heavy Control 1"	"Abundance F2 Light Sample 2"	"Abundance F2 Heavy Control 2"	"Abundance F3 Light Sample 3"	"Abundance F3 Heavy Control 3"	"Abundance F4 Light Sample 4"	"Abundance F4 Heavy Control 4"	"Abundance F5 Light Sample 5"	"Abundance F5 Heavy Control 5"	"Abundance F6 Light Sample 6"	"Abundance F6 Heavy Control 6"	"Found in Sample in S1 F1 Light Sample 1"	"Found in Sample in S7 F1 Heavy Control 1"	"Found in Sample in S2 F2 Light Sample 2"	"Found in Sample in S8 F2 Heavy Control 2"	"Found in Sample in S3 F3 Light Sample 3"	"Found in Sample in S9 F3 Heavy Control 3"	"Found in Sample in S4 F4 Light Sample 4"	"Found in Sample in S10 F4 Heavy Control 4"	"Found in Sample in S5 F5 Light Sample 5"	"Found in Sample in S11 F5 Heavy Control 5"	"Found in Sample in S6 F6 Light Sample 6"	"Found in Sample in S12 F6 Heavy Control 6"	"Number of Protein Groups"	"Modifications"
"6980118088250601043"	"False"	"High"	"IsMasterProtein"	"P63261"	"Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1"	"0.000"	"False"	"1054.965"	"93"	"29"	"5384"	"1"	"375"	"41.8"	"5.48"	"13448.66"	"29"	"0"	"0.866"	"0.866"	"0.855"	"0.851"	"0.852"	"0.853"	"0.823875345900637"	"0.82300123618091"	"0.81785346841697"	"0.791150015332804"	"0.801711703108165"	"0.802057530075475"	"21.74"	"3.38"	"18.08"	"1.68"	"21.52"	"6.48"	"97.2"	"110.8"	"85.5"	"98.5"	"95.7"	"111.0"	"96.4"	"112.2"	"92.1"	"106.9"	"89.2"	"104.4"	"97.2"	"110.8"	"85.5"	"98.5"	"95.7"	"111.0"	"96.4"	"112.2"	"92.1"	"106.9"	"89.2"	"104.4"	"97.2"	"110.8"	"85.5"	"98.5"	"95.7"	"111.0"	"96.4"	"112.2"	"92.1"	"106.9"	"89.2"	"104.4"	"63015871.0525523"	"71882653.1698604"	"55430748.7855322"	"63900999.4476837"	"62084077.7755616"	"71994616.0106316"	"62482953.2633519"	"72775524.8554688"	"59720776.4376145"	"69330651.2349753"	"57867275.7347335"	"67690748.8193844"	"44813813.2578125"	"59646099.1054688"	"40613669.09375"	"54464984.9296875"	"49780297.5976563"	"67715105.8828125"	"53455196.7753906"	"72775524.8554688"	"50270302.0820313"	"68245626.1875"	"49207818.8085938"	"67164561.1640625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]; Acetyl [N-Term]"
"-772083225745130744"	"False"	"High"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1"	"0.000"	"False"	"1029.530"	"77"	"41"	"1644"	"30"	"646"	"70.9"	"5.52"	"5206.27"	"41"	"11"	"0.977"	"1.005"	"1.000"	"0.987"	"1.009"	"1.025"	"0.962892721085254"	"0.982057091766134"	"0.980812130851728"	"0.976039571490001"	"0.987250530346405"	"0.996286370135634"	"13.80"	"11.67"	"12.41"	"13.11"	"14.52"	"14.70"	"104.0"	"103.7"	"102.2"	"102.6"	"100.9"	"99.9"	"100.6"	"100.8"	"95.6"	"95.1"	"97.0"	"97.6"	"104.0"	"103.7"	"102.2"	"102.6"	"100.9"	"99.9"	"100.6"	"100.8"	"95.6"	"95.1"	"97.0"	"97.6"	"104.0"	"103.7"	"102.2"	"102.6"	"100.9"	"99.9"	"100.6"	"100.8"	"95.6"	"95.1"	"97.0"	"97.6"	"1349018490.56529"	"1344899517.63073"	"1325152592.52592"	"1330674860.49697"	"1308301420.30794"	"1295743284.24636"	"1304082829.06388"	"1307544589.13867"	"1240148436.70352"	"1233223317.32327"	"1257936993.66229"	"1265554313.23325"	"959356138.505371"	"1115957833.74805"	"970928772.76123"	"1134179228.02002"	"1049023137.39453"	"1218721601.02539"	"1115664362.80957"	"1307544589.13867"	"1043901976.13672"	"1213923366.08105"	"1069695002.41406"	"1255716646.07227"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"3819136565778515185"	"False"	"High"	"IsMasterProtein"	"P13639"	"Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4"	"0.000"	"False"	"1026.412"	"69"	"55"	"1711"	"54"	"858"	"95.3"	"6.83"	"4814.44"	"55"	"1"	"0.919"	"0.904"	"0.906"	"0.895"	"0.888"	"0.874"	"0.898538474750421"	"0.879339766736445"	"0.894584047887539"	"0.857503096209784"	"0.858889760870066"	"0.83917611156762"	"15.78"	"13.83"	"17.32"	"15.44"	"13.94"	"15.34"	"92.5"	"104.4"	"93.0"	"107.1"	"95.5"	"108.5"	"95.1"	"107.5"	"91.5"	"105.9"	"92.7"	"106.3"	"92.5"	"104.4"	"93.0"	"107.1"	"95.5"	"108.5"	"95.1"	"107.5"	"91.5"	"105.9"	"92.7"	"106.3"	"92.5"	"104.4"	"93.0"	"107.1"	"95.5"	"108.5"	"95.1"	"107.5"	"91.5"	"105.9"	"92.7"	"106.3"	"517914172.147358"	"584401757.479388"	"520479036.602527"	"599432933.904613"	"534421090.955894"	"607219800.918925"	"532178876.53273"	"601801138.767212"	"512234338.45818"	"592747526.789483"	"518923635.077738"	"594728220.303208"	"368315292.743164"	"484919290.077637"	"381350853.55957"	"510916980.855713"	"428509883.748657"	"571125389.533203"	"455287803.776855"	"601801138.767212"	"431176157.898438"	"583471024.95459"	"441270128.689941"	"590105156.542603"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss [N-Term]"
"-174490317750568225"	"False"	"High"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1"	"0.000"	"False"	"1021.750"	"93"	"29"	"5338"	"1"	"375"	"41.7"	"5.48"	"13332.36"	"29"	"38"	"0.823"	"0.832"	"0.862"	"0.878"	"0.846"	"0.833"	"0.728080696857869"	"0.762829758010361"	"0.829352715670818"	"0.830727701946179"	"0.792802008124909"	"0.769421721522278"	"12.07"	"15.02"	"14.41"	"13.72"	"13.69"	"14.95"	"95.8"	"111.2"	"92.5"	"107.9"	"95.1"	"108.8"	"91.9"	"106.1"	"89.5"	"103.3"	"91.4"	"106.6"	"95.8"	"111.2"	"92.5"	"107.9"	"95.1"	"108.8"	"91.9"	"106.1"	"89.5"	"103.3"	"91.4"	"106.6"	"95.8"	"111.2"	"92.5"	"107.9"	"95.1"	"108.8"	"91.9"	"106.1"	"89.5"	"103.3"	"91.4"	"106.6"	"3427288714.64266"	"3977507725.70455"	"3306310086.96728"	"3857450228.74665"	"3400650733.54491"	"3892342941.46128"	"3284583801.24194"	"3793237070.19141"	"3200035595.0319"	"3692764200.51898"	"3268925083.89176"	"3810248545.83707"	"2437320533.27515"	"3300418244.7124"	"2422507123.49146"	"3287835407.76563"	"2726712091.19885"	"3660973959.14087"	"2810015600.26501"	"3793237070.19141"	"2693648100.90088"	"3634972421.83795"	"2779751961.44342"	"3780629937.92542"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"2402053168044673171"	"False"	"High"	"IsMasterProtein"	"P06576"	"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3"	"0.000"	"False"	"1021.272"	"80"	"32"	"1605"	"32"	"529"	"56.5"	"5.40"	"4508.26"	"32"	"0"	"1.058"	"1.020"	"1.045"	"1.030"	"1.058"	"1.053"	"0.978545451084798"	"0.99426000260721"	"0.993802238973823"	"0.99716814294394"	"0.977542053314197"	"0.992739900374638"	"16.73"	"13.68"	"10.95"	"10.83"	"13.51"	"16.08"	"102.6"	"97.6"	"103.7"	"97.8"	"102.8"	"94.5"	"107.0"	"97.5"	"102.8"	"94.8"	"103.4"	"95.5"	"102.6"	"97.6"	"103.7"	"97.8"	"102.8"	"94.5"	"107.0"	"97.5"	"102.8"	"94.8"	"103.4"	"95.5"	"102.6"	"97.6"	"103.7"	"97.8"	"102.8"	"94.5"	"107.0"	"97.5"	"102.8"	"94.8"	"103.4"	"95.5"	"545500373.75978"	"518784865.041216"	"551389368.612598"	"519747061.907751"	"546367605.450349"	"502184286.730652"	"568497450.717289"	"518519223.66333"	"546486065.799582"	"503952014.414809"	"549409237.82499"	"507748468.04385"	"387933253.534668"	"430472333.868164"	"403998608.1604"	"442998014.72168"	"438088846.150879"	"472333405.370605"	"486358942.835449"	"518519223.66333"	"460007743.537354"	"496065162.804077"	"467193761.64502"	"503801533.188599"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7054273267636823051"	"False"	"High"	"IsMasterProtein"	"Q08211"	"ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4"	"0.000"	"False"	"1005.343"	"55"	"52"	"1151"	"52"	"1270"	"140.9"	"6.84"	"3652.42"	"52"	"0"	"1.342"	"1.378"	"1.265"	"1.353"	"1.381"	"1.365"	"0.631843849034334"	"0.575594474474825"	"0.800982244029023"	"0.607724331211479"	"0.573401954505393"	"0.640599018732804"	"20.20"	"19.80"	"15.39"	"16.30"	"19.96"	"14.07"	"114.9"	"83.1"	"111.6"	"79.2"	"118.4"	"88.2"	"121.4"	"88.0"	"114.6"	"80.5"	"114.9"	"85.2"	"114.9"	"83.1"	"111.6"	"79.2"	"118.4"	"88.2"	"121.4"	"88.0"	"114.6"	"80.5"	"114.9"	"85.2"	"114.9"	"83.1"	"111.6"	"79.2"	"118.4"	"88.2"	"121.4"	"88.0"	"114.6"	"80.5"	"114.9"	"85.2"	"339004339.455161"	"245048381.689523"	"329037350.712775"	"233746234.970863"	"349313523.972514"	"260091366.766554"	"357938570.106597"	"259645455.697266"	"338085326.599176"	"237429251.616093"	"338891009.706917"	"251239506.279541"	"241083347.864258"	"203333897.892578"	"241083051.810059"	"199229828.564453"	"280086808.104004"	"244630993.47876"	"306222348.644531"	"259645455.697266"	"284585240.036133"	"233713482.610352"	"288178200.715088"	"249286519.659668"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6480137070562712140"	"False"	"High"	"IsMasterProtein"	"P07437"	"Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2"	"0.000"	"False"	"970.154"	"83"	"32"	"1525"	"1"	"444"	"49.6"	"4.89"	"4863.19"	"32"	"7"	"0.844"	"0.846"	"0.774"	"0.828"	"0.846"	"0.848"	"0.775222227092081"	"0.786576952396585"	"0.634909170441973"	"0.740816359286606"	"0.791430851494666"	"0.800802308808237"	"35.63"	"28.49"	"19.71"	"31.56"	"31.89"	"36.49"	"91.8"	"117.3"	"87.9"	"111.6"	"82.9"	"109.7"	"85.6"	"112.1"	"88.2"	"111.5"	"88.6"	"112.9"	"91.8"	"117.3"	"87.9"	"111.6"	"82.9"	"109.7"	"85.6"	"112.1"	"88.2"	"111.5"	"88.6"	"112.9"	"91.8"	"117.3"	"87.9"	"111.6"	"82.9"	"109.7"	"85.6"	"112.1"	"88.2"	"111.5"	"88.6"	"112.9"	"234694891.009164"	"299866064.590918"	"224721170.832453"	"285418328.034896"	"211942470.060449"	"280398749.734539"	"218747948.737552"	"286672551.5625"	"225454016.626097"	"285125669.18537"	"226633428.989339"	"288569691.105321"	"166903556.875"	"248819989.5"	"164651415.875"	"243271702.625"	"169939855.9375"	"263731263.25"	"187142477"	"286672551.5625"	"189777196.4375"	"280663451"	"192719228.0625"	"286326521.8125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6674387397432112473"	"False"	"High"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1"	"0.000"	"False"	"944.244"	"83"	"32"	"1461"	"3"	"445"	"49.8"	"4.89"	"4600.26"	"32"	"36"	"0.731"	"0.715"	"0.731"	"0.693"	"0.741"	"0.692"	"0.432413676975717"	"0.39156444827398"	"0.480056919708616"	"0.302292357575381"	"0.494318126724348"	"0.337581037432555"	"13.79"	"17.54"	"12.95"	"7.41"	"14.26"	"10.91"	"83.2"	"117.4"	"80.6"	"114.6"	"84.8"	"117.2"	"84.0"	"120.8"	"82.7"	"116.4"	"81.4"	"116.8"	"83.2"	"117.4"	"80.6"	"114.6"	"84.8"	"117.2"	"84.0"	"120.8"	"82.7"	"116.4"	"81.4"	"116.8"	"83.2"	"117.4"	"80.6"	"114.6"	"84.8"	"117.2"	"84.0"	"120.8"	"82.7"	"116.4"	"81.4"	"116.8"	"928524605.799782"	"1309512655.97631"	"899299670.683193"	"1279111351.87347"	"946731365.858813"	"1308174972.07828"	"937466620.799237"	"1347855110.41943"	"922618363.107504"	"1299329030.43686"	"908103792.060518"	"1303569615.8922"	"660321401.490967"	"1086594862.79199"	"658909721.435669"	"1090229904.15381"	"759108789.661987"	"1230414323.40503"	"802018151.638428"	"1347855110.41943"	"776619236.829468"	"1278994524.44531"	"772212036.798706"	"1293436440.35938"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"682895518506643546"	"False"	"High"	"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2"	"0.000"	"False"	"918.328"	"63"	"37"	"1386"	"35"	"654"	"72.3"	"5.16"	"4126.97"	"37"	"0"	"1.453"	"1.452"	"1.454"	"1.445"	"1.474"	"1.505"	"0.432413676975717"	"0.438822307847515"	"0.493222546604693"	"0.430860562357767"	"0.416311830272567"	"0.40644874284632"	"13.77"	"11.79"	"14.32"	"18.56"	"13.60"	"13.97"	"124.1"	"87.0"	"122.4"	"86.3"	"116.4"	"81.7"	"114.7"	"80.2"	"113.8"	"79.8"	"114.4"	"79.2"	"124.1"	"87.0"	"122.4"	"86.3"	"116.4"	"81.7"	"114.7"	"80.2"	"113.8"	"79.8"	"114.4"	"79.2"	"124.1"	"87.0"	"122.4"	"86.3"	"116.4"	"81.7"	"114.7"	"80.2"	"113.8"	"79.8"	"114.4"	"79.2"	"849126853.840298"	"595527163.555074"	"837618282.371053"	"590721989.255071"	"796493942.427301"	"559111798.134609"	"784754777.916536"	"548442594.474365"	"778357901.872709"	"546125189.551157"	"782418634.408613"	"541615788.337229"	"603857593.723633"	"494150822.917847"	"613716258.438354"	"503492347.858398"	"638645316.30957"	"525877026.768555"	"671370652.04248"	"548442594.474365"	"655187175.872559"	"537578327.533203"	"665334835.718506"	"537405589.060059"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-951770295276680131"	"False"	"High"	"IsMasterProtein"	"P09874"	"Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4"	"0.000"	"False"	"910.679"	"61"	"50"	"910"	"50"	"1014"	"113.0"	"8.88"	"2889.98"	"50"	"0"	"1.159"	"1.147"	"1.152"	"1.099"	"1.137"	"1.122"	"0.898538474750421"	"0.901940965107607"	"0.917783444067028"	"0.951240409122177"	"0.921757829728475"	"0.94936856557146"	"18.84"	"19.59"	"15.33"	"21.82"	"19.59"	"17.99"	"111.4"	"90.6"	"113.8"	"93.8"	"109.4"	"90.5"	"107.7"	"89.4"	"105.8"	"87.1"	"109.4"	"91.3"	"111.4"	"90.6"	"113.8"	"93.8"	"109.4"	"90.5"	"107.7"	"89.4"	"105.8"	"87.1"	"109.4"	"91.3"	"111.4"	"90.6"	"113.8"	"93.8"	"109.4"	"90.5"	"107.7"	"89.4"	"105.8"	"87.1"	"109.4"	"91.3"	"364754679.561958"	"296675568.394973"	"372670752.23984"	"307290566.144333"	"358343572.088966"	"296365221.880814"	"352626037.35748"	"292965609.890625"	"346384898.247498"	"285200496.744873"	"358375453.177629"	"298943270.356741"	"259395733.515625"	"246172610.140625"	"273052898.328125"	"261914151.558594"	"287327287.445313"	"278748654.992188"	"301677389.28125"	"292965609.890625"	"291571451.515625"	"280737107.507813"	"304746925.46875"	"296619463.023438"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"491541445040481155"	"False"	"High"	"IsMasterProtein"	"P02545"	"Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1"	"0.000"	"False"	"900.586"	"66"	"52"	"1204"	"11"	"664"	"74.1"	"7.02"	"3638.77"	"52"	"42"	"1.187"	"1.202"	"1.250"	"1.224"	"1.229"	"1.229"	"0.872226601099881"	"0.843123744620864"	"0.816981588388783"	"0.801680518196461"	"0.816018120755379"	"0.834977513604296"	"14.66"	"13.02"	"12.01"	"13.46"	"15.30"	"14.47"	"110.3"	"94.6"	"114.5"	"96.8"	"109.9"	"89.8"	"103.8"	"86.9"	"108.5"	"90.0"	"108.1"	"86.7"	"110.3"	"94.6"	"114.5"	"96.8"	"109.9"	"89.8"	"103.8"	"86.9"	"108.5"	"90.0"	"108.1"	"86.7"	"110.3"	"94.6"	"114.5"	"96.8"	"109.9"	"89.8"	"103.8"	"86.9"	"108.5"	"90.0"	"108.1"	"86.7"	"800308971.547833"	"686718423.367417"	"831230946.067286"	"702222058.49191"	"797836231.790619"	"651477245.755404"	"753387006.996979"	"630762834.140137"	"787423482.133253"	"653236774.934318"	"784257188.313218"	"629065317.698592"	"569140697.421875"	"569818632.611328"	"609036307.892578"	"598527631.236328"	"639721591.682617"	"612752079.545166"	"644535006.809082"	"630762834.140137"	"662818179.443359"	"643013616.055664"	"666898262.132813"	"624175337.748047"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"562319574892213792"	"False"	"High"	"IsMasterProtein"	"P04406"	"Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3"	"0.000"	"False"	"895.456"	"77"	"22"	"2446"	"22"	"335"	"36.0"	"8.46"	"5848.31"	"22"	"0"	"0.905"	"0.906"	"0.919"	"0.903"	"0.917"	"0.898"	"0.88425061356201"	"0.883984812856077"	"0.910416317504502"	"0.873929699605217"	"0.900308414078336"	"0.876571242382193"	"7.47"	"8.39"	"13.42"	"10.98"	"8.20"	"4.68"	"92.8"	"106.3"	"93.4"	"106.6"	"94.1"	"107.5"	"97.4"	"111.5"	"91.8"	"105.1"	"90.0"	"103.5"	"92.8"	"106.3"	"93.4"	"106.6"	"94.1"	"107.5"	"97.4"	"111.5"	"91.8"	"105.1"	"90.0"	"103.5"	"92.8"	"106.3"	"93.4"	"106.6"	"94.1"	"107.5"	"97.4"	"111.5"	"91.8"	"105.1"	"90.0"	"103.5"	"1472093017.74124"	"1685069151.84612"	"1481342284.67771"	"1690417881.4696"	"1491959593.18988"	"1704586329.28547"	"1544311500.05011"	"1767652025.6897"	"1456139568.7066"	"1666075375.09883"	"1427304138.59082"	"1640629769.37773"	"1046880738.03137"	"1398220533.02734"	"1085367718.86768"	"1440800382.38672"	"1196284058.87195"	"1603262162.78333"	"1321183951.8811"	"1767652025.6897"	"1225713735.80426"	"1640001286.93201"	"1213717468.89368"	"1627876488.51355"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6488855965708197639"	"False"	"High"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4"	"0.000"	"False"	"877.486"	"74"	"34"	"1156"	"34"	"531"	"57.9"	"7.84"	"3924.91"	"34"	"0"	"0.868"	"0.826"	"0.888"	"0.856"	"0.864"	"0.884"	"0.828901269189074"	"0.749301591684535"	"0.867301972217332"	"0.796663473994321"	"0.821328501356922"	"0.854091049872973"	"16.26"	"13.98"	"15.12"	"14.08"	"14.72"	"15.56"	"93.8"	"104.1"	"91.1"	"104.8"	"93.7"	"105.1"	"98.3"	"110.1"	"93.6"	"104.8"	"94.4"	"106.1"	"93.8"	"104.1"	"91.1"	"104.8"	"93.7"	"105.1"	"98.3"	"110.1"	"93.6"	"104.8"	"94.4"	"106.1"	"93.8"	"104.1"	"91.1"	"104.8"	"93.7"	"105.1"	"98.3"	"110.1"	"93.6"	"104.8"	"94.4"	"106.1"	"571193139.939757"	"634232274.585717"	"554998104.245221"	"638509229.792616"	"570944428.314479"	"639960739.675461"	"598478967.579364"	"670797591.27124"	"570139310.351641"	"637995238.001126"	"575215955.188494"	"645946181.79299"	"406204695.41803"	"526267179.042969"	"406642700.077637"	"544223030.605225"	"457795051.026855"	"601920138.605469"	"512008624.865234"	"670797591.27124"	"479917996.212891"	"628010609.253662"	"489138673.617188"	"640924980.036621"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"-2158743068394578481"	"False"	"High"	"IsMasterProtein"	"P29401"	"Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3"	"0.000"	"False"	"851.137"	"66"	"34"	"894"	"34"	"623"	"67.8"	"7.66"	"3249.25"	"34"	"0"	"0.779"	"0.770"	"0.804"	"0.761"	"0.796"	"0.767"	"0.596149528654016"	"0.584753272537001"	"0.712034303484967"	"0.545637182145482"	"0.675421247495835"	"0.583561109320257"	"11.86"	"13.79"	"18.23"	"10.83"	"13.88"	"11.79"	"88.2"	"115.4"	"88.9"	"115.3"	"88.6"	"112.2"	"87.0"	"113.0"	"85.0"	"109.3"	"85.2"	"111.7"	"88.2"	"115.4"	"88.9"	"115.3"	"88.6"	"112.2"	"87.0"	"113.0"	"85.0"	"109.3"	"85.2"	"111.7"	"88.2"	"115.4"	"88.9"	"115.3"	"88.6"	"112.2"	"87.0"	"113.0"	"85.0"	"109.3"	"85.2"	"111.7"	"386386041.89247"	"505583804.390764"	"389490884.482946"	"504763480.078958"	"387959482.662679"	"491403955.755342"	"381163163.311311"	"494763840.173828"	"372394139.201598"	"478606050.832288"	"373302062.165577"	"489328629.012125"	"274778903.117188"	"419518484.265625"	"285376875.542969"	"430227000.722656"	"311073937.066406"	"462193879.751953"	"326091371.072998"	"494763840.173828"	"313464877.51709"	"471115863.681641"	"317439865.669922"	"485524879.039307"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-8293079878251606526"	"False"	"High"	"IsMasterProtein"	"P14625"	"Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1"	"0.000"	"False"	"846.061"	"58"	"45"	"1515"	"43"	"803"	"92.4"	"4.84"	"3593.34"	"45"	"0"	"1.189"	"1.194"	"1.224"	"1.194"	"1.143"	"1.179"	"0.869467668189938"	"0.856344460899566"	"0.845190674366765"	"0.837570637421442"	"0.915352783126676"	"0.896910049385561"	"16.34"	"20.72"	"23.67"	"20.69"	"13.05"	"18.38"	"113.7"	"92.2"	"108.1"	"88.6"	"112.4"	"89.9"	"112.6"	"94.9"	"104.3"	"87.1"	"107.5"	"88.7"	"113.7"	"92.2"	"108.1"	"88.6"	"112.4"	"89.9"	"112.6"	"94.9"	"104.3"	"87.1"	"107.5"	"88.7"	"113.7"	"92.2"	"108.1"	"88.6"	"112.4"	"89.9"	"112.6"	"94.9"	"104.3"	"87.1"	"107.5"	"88.7"	"530155795.666111"	"430164245.594798"	"504305121.558725"	"413357391.201161"	"524347728.726142"	"419302223.793298"	"525036358.353442"	"442362446.789551"	"486625037.050729"	"406004906.868848"	"501433579.606564"	"413466637.621837"	"377020938.18103"	"356937565.503418"	"369500354.550781"	"352318497.002197"	"420432853.573242"	"394378025.113281"	"449177261.704102"	"442362446.789551"	"409619383.277344"	"399650927.993652"	"426397344.898926"	"410252593.688232"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
